agent,label,seed,personaId,tier,satisfiable,dietStyle,horizonDays,mealsPerDay,snacksPerDay,poolAfterDiet,poolAfterPrep,slotCalls,meanBudget,solveMs,daysJudged,daysInBand
A14,flat5,20260730,p151,EASY,true,none,1,5,0,728,534,5,5.000,2,1,1
A14,flat5,20260730,p152,EASY,true,keto,1,3,1,53,33,4,5.000,0,1,1
A14,flat5,20260730,p153,EASY,true,mediterranean,1,2,0,368,368,10,5.000,3,1,1
A14,flat5,20260730,p154,HARD,true,none,1,5,2,246,165,7,5.000,2,1,1
A14,flat5,20260730,p155,IMPOSSIBLE,false,vegan,1,5,1,20,20,30,5.000,1,1,0
A14,flat5,20260730,p156,EASY,true,paleo,1,5,3,164,164,40,5.000,3,1,0
A14,flat5,20260730,p157,EASY,true,vegetarian,1,3,0,327,84,3,5.000,1,1,1
A14,flat5,20260730,p158,EASY,true,kosher,1,5,1,612,450,30,5.000,15,1,0
A14,flat5,20260730,p159,HARD,true,none,1,3,3,171,111,30,5.000,4,1,1
A14,flat5,20260730,p160,IMPOSSIBLE,false,none,1,3,1,165,72,4,5.000,0,1,1
A14,flat5,20260730,p161,EASY,true,keto,1,3,1,46,46,4,5.000,0,1,1
A14,flat5,20260730,p162,EASY,true,none,1,4,1,910,283,5,5.000,2,1,1
A14,flat5,20260730,p163,HARD,true,vegetarian,7,3,2,327,327,175,5.000,34,7,2
A14,flat5,20260730,p164,HARD,true,none,1,3,1,366,236,12,5.000,2,1,1
A14,flat5,20260730,p165,EASY,true,none,1,3,2,642,642,25,5.000,20,1,1
A14,flat5,20260730,p166,HARD,true,paleo,1,3,2,28,28,25,5.000,1,1,0
A14,flat5,20260730,p167,EASY,true,none,1,5,1,247,247,6,5.000,2,1,1
A14,flat5,20260730,p168,EASY,true,paleo,1,4,1,148,148,25,5.000,5,1,1
A14,flat5,20260730,p169,HARD,true,none,7,4,2,143,143,168,5.000,22,7,7
A14,flat5,20260730,p170,HARD,true,none,1,4,2,95,95,6,5.000,1,1,1
A14,flat5,20260730,p171,ROBUSTNESS,true,none,1,9,2,413,413,55,5.000,31,1,0
A14,flat5,20260730,p172,HARD,true,vegetarian,1,3,2,196,137,25,5.000,2,1,0
A14,flat5,20260730,p173,EASY,true,vegan,7,3,1,169,169,140,5.000,30,7,3
A14,flat5,20260730,p174,HARD,true,none,7,3,1,118,118,28,5.000,4,7,7
A14,flat5,20260730,p175,IMPOSSIBLE,false,vegan,1,5,0,20,20,25,5.000,0,1,0
A14,flat5,20260730,p176,EASY,true,none,1,5,1,910,603,30,5.000,23,1,1
A14,flat5,20260730,p177,EASY,true,none,1,3,2,494,494,10,5.000,6,1,1
A14,flat5,20260730,p178,EASY,true,mediterranean,1,4,3,296,296,35,5.000,8,1,1
A14,flat5,20260730,p179,EASY,true,none,1,3,1,642,642,4,5.000,4,1,1
A14,flat5,20260730,p180,EASY,true,none,1,5,1,336,336,6,5.000,3,1,1
A14,flat5,20260730,p181,HARD,true,none,7,4,1,335,322,175,5.000,80,7,3
A14,flat5,20260730,p182,EASY,true,none,7,2,1,910,910,105,5.000,100,7,6
A14,flat5,20260730,p183,EASY,true,mediterranean,7,3,2,241,241,175,5.000,32,7,4
A14,flat5,20260730,p184,IMPOSSIBLE,false,vegan,1,3,2,20,10,25,5.000,0,1,0
A14,flat5,20260730,p185,EASY,true,none,1,3,2,642,642,5,5.000,2,1,1
A14,flat5,20260730,p186,EASY,true,none,1,5,0,910,910,10,5.000,8,1,1
A14,flat5,20260730,p187,HARD,true,vegetarian,1,2,2,196,140,20,5.000,3,1,0
A14,flat5,20260730,p188,HARD,true,none,1,3,0,270,143,6,5.000,1,1,1
A14,flat5,20260730,p189,EASY,true,none,7,5,1,392,392,210,5.000,103,7,1
A14,flat5,20260730,p190,EASY,true,mediterranean,1,3,3,712,712,12,5.000,3,1,1
A14,flat5,20260730,p191,HARD,true,none,7,4,0,638,638,140,5.000,126,7,6
A14,flat5,20260730,p192,EASY,true,halal,1,3,2,348,204,15,5.000,2,1,1
A14,flat5,20260730,p193,EASY,true,none,1,3,1,910,910,8,5.000,4,1,1
A14,flat5,20260730,p194,EASY,true,none,7,4,1,610,610,175,5.000,92,7,6
A14,flat5,20260730,p195,EASY,true,none,7,3,0,723,664,105,5.000,64,7,6
A14,flat5,20260730,p196,HARD,true,mediterranean,1,3,0,315,315,9,5.000,4,1,1
A14,flat5,20260730,p197,ROBUSTNESS,true,none,7,9,0,488,488,63,5.000,55,7,7
A14,flat5,20260730,p198,EASY,true,none,1,3,1,741,500,20,5.000,13,1,0
A14,flat5,20260730,p199,EASY,true,paleo,1,2,1,167,167,15,5.000,3,1,0
A14,flat5,20260730,p200,EASY,true,none,1,3,0,910,910,6,5.000,8,1,1
A14,flat5,20260730,p201,EASY,true,keto,7,3,3,53,53,210,5.000,9,7,6
A14,flat5,20260730,p202,EASY,true,none,7,3,0,741,741,105,5.000,128,7,6
A14,flat5,20260730,p203,HARD,true,paleo,7,3,1,116,116,140,5.000,20,7,5
A14,flat5,20260730,p204,HARD,true,none,1,3,2,266,266,20,5.000,5,1,1
A14,flat5,20260730,p205,EASY,true,kosher,1,2,0,459,459,10,5.000,7,1,1
A14,flat5,20260730,p206,HARD,true,none,1,3,2,125,125,25,5.000,4,1,1
A14,flat5,20260730,p207,EASY,true,none,1,3,3,657,493,6,5.000,3,1,1
A14,flat5,20260730,p208,IMPOSSIBLE,false,vegan,1,2,1,20,20,15,5.000,0,1,0
A14,flat5,20260730,p209,HARD,true,none,1,3,0,199,98,3,5.000,1,1,1
A14,flat5,20260730,p210,EASY,true,paleo,1,3,1,167,167,4,5.000,1,1,1
A14,flat5,20260730,p211,IMPOSSIBLE,false,vegan,7,2,2,20,17,140,5.000,1,7,0
A14,flat5,20260730,p212,IMPOSSIBLE,false,vegetarian,1,3,1,72,35,4,5.000,0,1,1
A14,flat5,20260730,p213,EASY,true,none,1,4,1,826,826,20,5.000,18,1,1
A14,flat5,20260730,p214,EASY,true,vegetarian,1,3,3,370,171,6,5.000,1,1,1
A14,flat5,20260730,p215,HARD,true,vegetarian,1,3,2,68,68,25,5.000,2,1,0
A14,flat5,20260730,p216,HARD,true,none,1,5,0,336,164,15,5.000,2,1,1
A14,flat5,20260730,p217,EASY,true,none,1,2,1,456,456,6,5.000,3,1,1
A14,flat5,20260730,p218,EASY,true,vegan,1,3,2,98,94,25,5.000,2,1,1
A14,flat5,20260730,p219,IMPOSSIBLE,false,vegan,1,5,1,48,18,30,5.000,1,1,0
A14,flat5,20260730,p220,IMPOSSIBLE,false,vegan,1,3,3,20,20,30,5.000,0,1,0
A14,flat5,20260730,p221,ROBUSTNESS,true,none,1,9,0,797,797,45,5.000,29,1,0
A14,flat5,20260730,p222,IMPOSSIBLE,false,vegan,7,3,1,20,17,140,5.000,3,7,0
A14,flat5,20260730,p223,EASY,true,kosher,1,3,0,657,657,9,5.000,7,1,1
A14,flat5,20260730,p224,EASY,true,none,1,4,1,426,426,25,5.000,6,1,1
A14,flat5,20260730,p225,EASY,true,kosher,1,3,3,658,658,6,5.000,2,1,1
A14,flat5,20260730,p226,ROBUSTNESS,true,kosher,7,9,1,317,189,350,5.000,97,7,0
A14,flat5,20260730,p227,IMPOSSIBLE,false,vegan,7,3,0,20,20,105,5.000,3,7,0
A14,flat5,20260730,p228,ROBUSTNESS,true,keto,1,5,0,53,53,25,5.000,3,1,0
A14,flat5,20260730,p229,EASY,true,vegan,7,5,1,89,89,210,5.000,18,7,1
A14,flat5,20260730,p230,EASY,true,none,7,2,3,821,279,175,5.000,31,7,3
A14,flat5,20260730,p231,EASY,true,none,1,3,3,564,564,30,5.000,16,1,0
A14,flat5,20260730,p232,EASY,true,halal,7,3,1,758,758,140,5.000,95,7,1
A14,flat5,20260730,p233,ROBUSTNESS,true,none,1,0,0,494,494,0,,1,0,0
A14,flat5,20260730,p234,HARD,true,vegetarian,7,3,0,171,89,63,5.000,4,7,7
A14,flat5,20260730,p235,EASY,true,vegan,1,2,0,169,169,2,5.000,0,1,1
A14,flat5,20260730,p236,EASY,true,none,1,3,2,800,800,20,5.000,8,1,1
A14,flat5,20260730,p237,EASY,true,none,7,5,3,853,853,280,5.000,229,7,2
A14,flat5,20260730,p238,EASY,true,vegan,1,3,3,98,98,30,5.000,2,1,0
A14,flat5,20260730,p239,HARD,true,paleo,7,2,2,108,29,140,5.000,5,7,1
A14,flat5,20260730,p240,EASY,true,none,1,5,1,910,910,30,5.000,31,1,0
A14,flat5,20260730,p241,EASY,true,none,1,3,3,910,910,30,5.000,20,1,0
A14,flat5,20260730,p242,HARD,true,mediterranean,1,4,2,270,270,6,5.000,1,1,1
A14,flat5,20260730,p243,EASY,true,none,1,3,1,577,577,8,5.000,6,1,1
A14,flat5,20260730,p244,EASY,true,halal,1,5,0,758,336,5,5.000,1,1,1
A14,flat5,20260730,p245,HARD,true,none,7,4,3,168,162,245,5.000,41,7,2
A14,flat5,20260730,p246,EASY,true,none,1,4,0,910,283,4,5.000,2,1,1
A14,flat5,20260730,p247,EASY,true,none,1,3,3,853,774,30,5.000,18,1,1
A14,flat5,20260730,p248,IMPOSSIBLE,false,vegan,1,3,3,12,12,30,5.000,1,1,0
A14,flat5,20260730,p249,HARD,true,keto,7,2,1,28,28,105,5.000,4,7,7
