agent,label,seed,personaId,tier,satisfiable,dietStyle,horizonDays,mealsPerDay,snacksPerDay,poolAfterDiet,poolAfterPrep,slotCalls,meanBudget,solveMs,daysJudged,daysInBand
A14,flat12,20260730,p029,EASY,true,none,1,2,1,910,910,3,12.000,8,1,1
A14,flat12,20260730,p030,IMPOSSIBLE,false,vegan,1,3,1,20,17,20,12.000,1,1,0
A14,flat12,20260730,p031,EASY,true,none,1,5,1,910,910,6,12.000,10,1,1
A14,flat12,20260730,p032,EASY,true,none,1,3,1,564,564,4,12.000,7,1,1
A14,flat12,20260730,p033,EASY,true,keto,1,4,3,53,50,7,12.000,1,1,1
A14,flat12,20260730,p034,HARD,true,kosher,7,2,2,205,205,140,12.000,51,7,5
A14,flat12,20260730,p035,EASY,true,mediterranean,1,3,2,532,532,5,12.000,4,1,1
A14,flat12,20260730,p036,EASY,true,none,7,3,2,453,365,175,12.000,134,7,2
A14,flat12,20260730,p037,HARD,true,none,1,2,1,316,316,3,12.000,1,1,1
A14,flat12,20260730,p038,EASY,true,none,1,3,1,426,426,4,12.000,4,1,1
A14,flat12,20260730,p039,HARD,true,none,1,3,2,323,123,5,12.000,1,1,1
A14,flat12,20260730,p040,HARD,true,none,1,4,2,234,234,30,12.000,11,1,1
A14,flat12,20260730,p041,HARD,true,halal,1,4,2,252,110,6,12.000,2,1,1
A14,flat12,20260730,p042,ROBUSTNESS,true,none,7,3,2,380,380,35,12.000,23,7,7
A14,flat12,20260730,p043,EASY,true,halal,1,4,0,489,273,4,12.000,3,1,1
A14,flat12,20260730,p044,EASY,true,none,1,2,0,564,564,6,12.000,13,1,1
A14,flat12,20260730,p045,IMPOSSIBLE,false,vegetarian,7,3,3,72,35,210,12.000,15,7,0
A14,flat12,20260730,p046,EASY,true,paleo,1,3,0,166,156,3,12.000,2,1,1
A14,flat12,20260730,p047,EASY,true,vegan,7,3,2,169,154,175,12.000,55,7,3
A14,flat12,20260730,p048,EASY,true,none,1,3,1,910,603,4,12.000,9,1,1
A14,flat12,20260730,p049,EASY,true,vegetarian,1,4,2,171,171,30,12.000,10,1,0
A14,flat12,20260730,p050,EASY,true,none,1,5,3,301,301,8,12.000,6,1,1
A14,flat12,20260730,p051,IMPOSSIBLE,false,vegan,7,3,0,20,20,105,12.000,6,7,0
A14,flat12,20260730,p052,EASY,true,mediterranean,7,3,1,298,158,28,12.000,11,7,7
A14,flat12,20260730,p053,EASY,true,none,1,3,2,564,564,25,12.000,20,1,1
A14,flat12,20260730,p054,EASY,true,vegan,7,5,1,169,169,210,12.000,104,7,5
A14,flat12,20260730,p055,EASY,true,none,7,2,1,642,601,21,12.000,35,7,7
A14,flat12,20260730,p056,EASY,true,mediterranean,1,4,1,512,512,5,12.000,7,1,1
A14,flat12,20260730,p057,HARD,true,none,1,4,0,171,171,4,12.000,3,1,1
A14,flat12,20260730,p058,ROBUSTNESS,true,vegetarian,1,2,0,286,286,10,12.000,4,1,0
A14,flat12,20260730,p059,IMPOSSIBLE,false,vegan,7,3,2,20,20,175,12.000,7,7,0
A14,flat12,20260730,p060,HARD,true,mediterranean,1,4,1,578,234,5,12.000,3,1,1
A14,flat12,20260730,p061,EASY,true,none,1,3,0,910,910,3,12.000,7,1,1
A14,flat12,20260730,p062,EASY,true,none,1,3,0,910,910,3,12.000,9,1,1
A14,flat12,20260730,p063,HARD,true,mediterranean,1,2,1,123,123,3,12.000,1,1,1
A14,flat12,20260730,p064,EASY,true,paleo,1,3,1,106,34,20,12.000,2,1,0
A14,flat12,20260730,p065,EASY,true,none,1,3,2,629,629,20,12.000,17,1,1
A14,flat12,20260730,p066,IMPOSSIBLE,false,kosher,1,3,1,189,98,4,12.000,1,1,1
A14,flat12,20260730,p067,EASY,true,keto,7,3,0,53,53,105,12.000,22,7,6
A14,flat12,20260730,p068,EASY,true,none,1,4,0,910,910,4,12.000,13,1,1
A14,flat12,20260730,p069,EASY,true,none,1,3,2,870,870,15,12.000,26,1,1
A14,flat12,20260730,p070,HARD,true,none,7,5,2,273,153,245,12.000,87,7,4
A14,flat12,20260730,p071,HARD,true,vegetarian,1,3,0,67,33,15,12.000,2,1,0
A14,flat12,20260730,p072,IMPOSSIBLE,false,none,7,4,1,245,117,175,12.000,58,7,6
A14,flat12,20260730,p073,IMPOSSIBLE,false,vegan,1,2,1,20,20,15,12.000,1,1,0
A14,flat12,20260730,p074,HARD,true,none,1,5,1,442,442,6,12.000,6,1,1
A14,flat12,20260730,p075,EASY,true,vegan,1,3,2,169,169,20,12.000,4,1,1
A14,flat12,20260730,p076,EASY,true,none,1,3,1,910,910,4,12.000,9,1,1
A14,flat12,20260730,p077,IMPOSSIBLE,false,vegan,1,4,3,20,20,35,12.000,2,1,0
A14,flat12,20260730,p078,EASY,true,vegetarian,1,5,2,217,217,7,12.000,2,1,1
A14,flat12,20260730,p079,HARD,true,keto,1,3,2,35,35,10,12.000,1,1,1
A14,flat12,20260730,p080,IMPOSSIBLE,false,none,1,2,1,214,113,3,12.000,2,1,1
A14,flat12,20260730,p081,HARD,true,none,1,3,1,218,218,4,12.000,1,1,1
A14,flat12,20260730,p082,ROBUSTNESS,true,vegetarian,1,3,1,401,149,4,12.000,1,1,1
A14,flat12,20260730,p083,IMPOSSIBLE,false,keto,1,3,0,22,5,3,12.000,1,1,1
A14,flat12,20260730,p084,HARD,true,none,1,3,0,158,67,3,12.000,1,1,1
A14,flat12,20260730,p085,ROBUSTNESS,true,none,1,2,0,265,251,2,12.000,2,1,1
A14,flat12,20260730,p086,HARD,true,vegetarian,7,5,1,124,67,210,12.000,30,7,0
A14,flat12,20260730,p087,HARD,true,none,1,3,0,255,164,3,12.000,1,1,1
A14,flat12,20260730,p088,IMPOSSIBLE,false,paleo,1,3,0,24,5,15,12.000,1,1,0
A14,flat12,20260730,p089,EASY,true,keto,7,4,1,53,53,175,12.000,24,7,4
A14,flat12,20260730,p090,EASY,true,none,1,2,0,723,250,10,12.000,6,1,1
A14,flat12,20260730,p091,EASY,true,halal,1,3,3,715,715,6,12.000,5,1,1
A14,flat12,20260730,p092,EASY,true,none,1,3,1,749,508,20,12.000,14,1,1
A14,flat12,20260730,p093,ROBUSTNESS,true,none,7,3,2,259,259,175,12.000,102,7,1
A14,flat12,20260730,p094,EASY,true,none,1,2,2,657,657,8,12.000,6,1,1
A14,flat12,20260730,p095,EASY,true,paleo,1,3,1,166,122,20,12.000,6,1,0
A14,flat12,20260730,p096,ROBUSTNESS,true,none,1,9,1,910,910,50,12.000,144,1,1
A14,flat12,20260730,p097,EASY,true,none,1,3,1,272,272,4,12.000,2,1,1
A14,flat12,20260730,p098,EASY,true,vegetarian,1,3,0,174,90,15,12.000,4,1,0
A14,flat12,20260730,p099,EASY,true,none,1,3,2,910,910,5,12.000,10,1,1
A14,flat12,20260730,p100,IMPOSSIBLE,false,mediterranean,1,3,3,212,105,30,12.000,3,1,0
A14,flat12,20260730,p101,ROBUSTNESS,true,none,1,3,1,910,910,4,12.000,8,1,1
A14,flat12,20260730,p102,EASY,true,mediterranean,1,3,1,814,324,4,12.000,3,1,1
A14,flat12,20260730,p103,IMPOSSIBLE,false,keto,1,4,1,19,5,5,12.000,0,1,1
A14,flat12,20260730,p104,EASY,true,keto,7,3,1,36,36,140,12.000,8,7,3
A14,flat12,20260730,p105,EASY,true,kosher,1,3,1,459,241,20,12.000,13,1,0
A14,flat12,20260730,p106,HARD,true,none,1,3,1,408,390,4,12.000,3,1,1
A14,flat12,20260730,p107,EASY,true,none,1,3,0,826,826,6,12.000,19,1,1
A14,flat12,20260730,p108,IMPOSSIBLE,false,vegan,1,3,1,20,20,20,12.000,1,1,0
A14,flat12,20260730,p109,IMPOSSIBLE,false,none,7,3,0,199,102,105,12.000,46,7,7
A14,flat12,20260730,p110,EASY,true,none,1,2,0,871,871,6,12.000,11,1,1
A14,flat12,20260730,p111,EASY,true,carnivore,1,2,0,1,1,10,12.000,1,1,0
A14,flat12,20260730,p112,EASY,true,vegetarian,7,3,1,217,217,140,12.000,71,7,3
A14,flat12,20260730,p113,HARD,true,none,1,4,1,306,139,25,12.000,7,1,1
A14,flat12,20260730,p114,EASY,true,keto,1,4,0,53,53,4,12.000,1,1,1
A14,flat12,20260730,p115,EASY,true,keto,7,3,1,28,4,140,12.000,1,2,2
A14,flat12,20260730,p116,EASY,true,none,1,3,2,752,288,5,12.000,4,1,1
A14,flat12,20260730,p117,HARD,true,none,7,4,1,378,378,35,12.000,42,7,7
A14,flat12,20260730,p118,HARD,true,kosher,7,3,1,259,141,28,12.000,10,7,7
A14,flat12,20260730,p119,EASY,true,none,1,2,1,830,830,15,12.000,19,1,1
A14,flat12,20260730,p120,EASY,true,vegetarian,1,5,1,85,85,30,12.000,3,1,1
A14,flat12,20260730,p121,EASY,true,mediterranean,1,4,1,814,736,5,12.000,5,1,1
A14,flat12,20260730,p122,EASY,true,mediterranean,7,3,2,814,814,35,12.000,28,7,7
A14,flat12,20260730,p123,EASY,true,none,1,3,1,687,687,4,12.000,7,1,1
A14,flat12,20260730,p124,EASY,true,none,7,4,1,910,910,35,12.000,70,7,7
A14,flat12,20260730,p125,ROBUSTNESS,true,none,1,9,2,296,296,55,12.000,31,1,0
A14,flat12,20260730,p126,HARD,true,none,1,3,2,532,532,5,12.000,3,1,1
A14,flat12,20260730,p127,HARD,true,vegetarian,1,3,1,304,110,20,12.000,5,1,0
A14,flat12,20260730,p128,EASY,true,mediterranean,7,2,2,774,323,140,12.000,77,7,5
A14,flat12,20260730,p129,EASY,true,none,7,4,1,360,288,35,12.000,28,7,7
A14,flat12,20260730,p130,IMPOSSIBLE,false,vegan,7,4,2,20,20,210,12.000,3,7,0
A14,flat12,20260730,p131,EASY,true,none,1,4,2,910,910,6,12.000,7,1,1
A14,flat12,20260730,p132,EASY,true,none,1,3,2,642,642,25,12.000,26,1,1
A14,flat12,20260730,p133,IMPOSSIBLE,false,vegan,1,3,2,20,20,25,12.000,2,1,0
A14,flat12,20260730,p134,EASY,true,none,1,3,2,728,728,5,12.000,9,1,1
A14,flat12,20260730,p135,EASY,true,vegetarian,7,5,1,327,117,42,12.000,6,7,7
A14,flat12,20260730,p136,EASY,true,none,7,3,2,741,741,35,12.000,37,7,7
A14,flat12,20260730,p137,EASY,true,none,1,4,2,910,910,6,12.000,7,1,1
A14,flat12,20260730,p138,HARD,true,none,7,3,0,285,285,21,12.000,21,7,7
A14,flat12,20260730,p139,HARD,true,vegan,1,4,1,89,89,20,12.000,4,1,1
A14,flat12,20260730,p140,EASY,true,mediterranean,7,3,0,814,814,105,12.000,166,7,5
A14,flat12,20260730,p141,EASY,true,vegetarian,1,3,2,401,401,25,12.000,14,1,1
A14,flat12,20260730,p142,EASY,true,none,1,2,0,401,401,2,12.000,2,1,1
A14,flat12,20260730,p143,EASY,true,vegetarian,7,4,1,327,84,35,12.000,7,7,7
A14,flat12,20260730,p144,EASY,true,kosher,1,3,2,680,317,5,12.000,2,1,1
A14,flat12,20260730,p145,HARD,true,vegan,1,3,1,46,44,20,12.000,2,1,0
A14,flat12,20260730,p146,HARD,true,none,1,5,3,306,116,16,12.000,5,1,1
A14,flat12,20260730,p147,EASY,true,none,7,3,1,605,605,28,12.000,41,7,7
A14,flat12,20260730,p148,EASY,true,none,1,5,0,426,160,5,12.000,3,1,1
A14,flat12,20260730,p149,HARD,true,keto,1,2,1,37,5,3,12.000,0,1,1
A14,flat12,20260730,p150,EASY,true,mediterranean,1,3,2,814,814,5,12.000,7,1,1
A14,flat12,20260730,p151,EASY,true,none,1,5,0,728,534,5,12.000,6,1,1
A14,flat12,20260730,p152,EASY,true,keto,1,3,1,53,33,4,12.000,1,1,1
A14,flat12,20260730,p153,EASY,true,mediterranean,1,2,0,368,368,10,12.000,9,1,1
A14,flat12,20260730,p154,HARD,true,none,1,5,2,246,165,7,12.000,2,1,1
A14,flat12,20260730,p155,IMPOSSIBLE,false,vegan,1,5,1,20,20,30,12.000,2,1,0
A14,flat12,20260730,p156,EASY,true,paleo,1,5,3,164,164,40,12.000,12,1,0
A14,flat12,20260730,p157,EASY,true,vegetarian,1,3,0,327,84,3,12.000,0,1,1
A14,flat12,20260730,p158,EASY,true,kosher,1,5,1,612,450,6,12.000,7,1,1
A14,flat12,20260730,p159,HARD,true,none,1,3,3,171,111,18,12.000,3,1,1
A14,flat12,20260730,p160,IMPOSSIBLE,false,none,1,3,1,165,72,4,12.000,1,1,1
A14,flat12,20260730,p161,EASY,true,keto,1,3,1,46,46,4,12.000,0,1,1
A14,flat12,20260730,p162,EASY,true,none,1,4,1,910,283,5,12.000,5,1,1
A14,flat12,20260730,p163,HARD,true,vegetarian,7,3,2,327,327,175,12.000,42,7,4
A14,flat12,20260730,p164,HARD,true,none,1,3,1,366,236,4,12.000,3,1,1
A14,flat12,20260730,p165,EASY,true,none,1,3,2,642,642,5,12.000,8,1,1
A14,flat12,20260730,p166,HARD,true,paleo,1,3,2,28,28,25,12.000,1,1,0
A14,flat12,20260730,p167,EASY,true,none,1,5,1,247,247,6,12.000,3,1,1
A14,flat12,20260730,p168,EASY,true,paleo,1,4,1,148,148,5,12.000,1,1,1
A14,flat12,20260730,p169,HARD,true,none,7,4,2,143,143,42,12.000,14,7,7
A14,flat12,20260730,p170,HARD,true,none,1,4,2,95,95,6,12.000,2,1,1
A14,flat12,20260730,p171,ROBUSTNESS,true,none,1,9,2,413,413,55,12.000,68,1,1
A14,flat12,20260730,p172,HARD,true,vegetarian,1,3,2,196,137,25,12.000,7,1,0
A14,flat12,20260730,p173,EASY,true,vegan,7,3,1,169,169,140,12.000,36,7,4
A14,flat12,20260730,p174,HARD,true,none,7,3,1,118,118,28,12.000,7,7,7
A14,flat12,20260730,p175,IMPOSSIBLE,false,vegan,1,5,0,20,20,25,12.000,1,1,0
A14,flat12,20260730,p176,EASY,true,none,1,5,1,910,603,6,12.000,10,1,1
A14,flat12,20260730,p177,EASY,true,none,1,3,2,494,494,10,12.000,7,1,1
A14,flat12,20260730,p178,EASY,true,mediterranean,1,4,3,296,296,7,12.000,3,1,1
A14,flat12,20260730,p179,EASY,true,none,1,3,1,642,642,16,12.000,26,1,1
A14,flat12,20260730,p180,EASY,true,none,1,5,1,336,336,6,12.000,5,1,1
A14,flat12,20260730,p181,HARD,true,none,7,4,1,335,322,175,12.000,195,7,5
A14,flat12,20260730,p182,EASY,true,none,7,2,1,910,910,84,12.000,178,7,7
A14,flat12,20260730,p183,EASY,true,mediterranean,7,3,2,241,241,175,12.000,82,7,3
A14,flat12,20260730,p184,IMPOSSIBLE,false,vegan,1,3,2,20,10,25,12.000,0,1,0
A14,flat12,20260730,p185,EASY,true,none,1,3,2,642,642,10,12.000,9,1,1
A14,flat12,20260730,p186,EASY,true,none,1,5,0,910,910,5,12.000,14,1,1
A14,flat12,20260730,p187,HARD,true,vegetarian,1,2,2,196,140,20,12.000,3,1,0
A14,flat12,20260730,p188,HARD,true,none,1,3,0,270,143,3,12.000,2,1,1
A14,flat12,20260730,p189,EASY,true,none,7,5,1,392,392,210,12.000,198,7,3
A14,flat12,20260730,p190,EASY,true,mediterranean,1,3,3,712,712,6,12.000,3,1,1
A14,flat12,20260730,p191,HARD,true,none,7,4,0,638,638,112,12.000,184,7,7
A14,flat12,20260730,p192,EASY,true,halal,1,3,2,348,204,5,12.000,3,1,1
A14,flat12,20260730,p193,EASY,true,none,1,3,1,910,910,4,12.000,9,1,1
A14,flat12,20260730,p194,EASY,true,none,7,4,1,610,610,35,12.000,36,7,7
A14,flat12,20260730,p195,EASY,true,none,7,3,0,723,664,84,12.000,194,7,7
A14,flat12,20260730,p196,HARD,true,mediterranean,1,3,0,315,315,3,12.000,2,1,1
A14,flat12,20260730,p197,ROBUSTNESS,true,none,7,9,0,488,488,63,12.000,74,7,7
A14,flat12,20260730,p198,EASY,true,none,1,3,1,741,500,4,12.000,6,1,1
A14,flat12,20260730,p199,EASY,true,paleo,1,2,1,167,167,15,12.000,3,1,0
A14,flat12,20260730,p200,EASY,true,none,1,3,0,910,910,3,12.000,6,1,1
A14,flat12,20260730,p201,EASY,true,keto,7,3,3,53,53,210,12.000,10,7,6
A14,flat12,20260730,p202,EASY,true,none,7,3,0,741,741,21,12.000,57,7,7
A14,flat12,20260730,p203,HARD,true,paleo,7,3,1,116,116,140,12.000,38,7,6
A14,flat12,20260730,p204,HARD,true,none,1,3,2,266,266,25,12.000,8,1,1
A14,flat12,20260730,p205,EASY,true,kosher,1,2,0,459,459,4,12.000,6,1,1
A14,flat12,20260730,p206,HARD,true,none,1,3,2,125,125,15,12.000,5,1,1
A14,flat12,20260730,p207,EASY,true,none,1,3,3,657,493,6,12.000,7,1,1
A14,flat12,20260730,p208,IMPOSSIBLE,false,vegan,1,2,1,20,20,15,12.000,1,1,0
A14,flat12,20260730,p209,HARD,true,none,1,3,0,199,98,3,12.000,0,1,1
A14,flat12,20260730,p210,EASY,true,paleo,1,3,1,167,167,4,12.000,1,1,1
A14,flat12,20260730,p211,IMPOSSIBLE,false,vegan,7,2,2,20,17,140,12.000,1,7,0
A14,flat12,20260730,p212,IMPOSSIBLE,false,vegetarian,1,3,1,72,35,4,12.000,1,1,1
A14,flat12,20260730,p213,EASY,true,none,1,4,1,826,826,10,12.000,20,1,1
A14,flat12,20260730,p214,EASY,true,vegetarian,1,3,3,370,171,6,12.000,2,1,1
A14,flat12,20260730,p215,HARD,true,vegetarian,1,3,2,68,68,25,12.000,2,1,0
A14,flat12,20260730,p216,HARD,true,none,1,5,0,336,164,5,12.000,3,1,1
A14,flat12,20260730,p217,EASY,true,none,1,2,1,456,456,3,12.000,4,1,1
A14,flat12,20260730,p218,EASY,true,vegan,1,3,2,98,94,25,12.000,3,1,0
A14,flat12,20260730,p219,IMPOSSIBLE,false,vegan,1,5,1,48,18,30,12.000,2,1,0
A14,flat12,20260730,p220,IMPOSSIBLE,false,vegan,1,3,3,20,20,30,12.000,1,1,0
A14,flat12,20260730,p221,ROBUSTNESS,true,none,1,9,0,797,797,45,12.000,112,1,1
A14,flat12,20260730,p222,IMPOSSIBLE,false,vegan,7,3,1,20,17,140,12.000,4,7,0
A14,flat12,20260730,p223,EASY,true,kosher,1,3,0,657,657,3,12.000,5,1,1
A14,flat12,20260730,p224,EASY,true,none,1,4,1,426,426,5,12.000,3,1,1
A14,flat12,20260730,p225,EASY,true,kosher,1,3,3,658,658,6,12.000,3,1,1
A14,flat12,20260730,p226,ROBUSTNESS,true,kosher,7,9,1,317,189,350,12.000,179,7,0
A14,flat12,20260730,p227,IMPOSSIBLE,false,vegan,7,3,0,20,20,105,12.000,5,7,0
A14,flat12,20260730,p228,ROBUSTNESS,true,keto,1,5,0,53,53,10,12.000,2,1,1
A14,flat12,20260730,p229,EASY,true,vegan,7,5,1,89,89,210,12.000,41,7,2
A14,flat12,20260730,p230,EASY,true,none,7,2,3,821,279,175,12.000,58,7,3
A14,flat12,20260730,p231,EASY,true,none,1,3,3,564,564,30,12.000,28,1,1
A14,flat12,20260730,p232,EASY,true,halal,7,3,1,758,758,140,12.000,164,7,6
A14,flat12,20260730,p233,ROBUSTNESS,true,none,1,0,0,494,494,0,,0,0,0
A14,flat12,20260730,p234,HARD,true,vegetarian,7,3,0,171,89,21,12.000,4,7,7
A14,flat12,20260730,p235,EASY,true,vegan,1,2,0,169,169,10,12.000,5,1,1
A14,flat12,20260730,p236,EASY,true,none,1,3,2,800,800,10,12.000,16,1,1
A14,flat12,20260730,p237,EASY,true,none,7,5,3,853,853,280,12.000,463,7,4
A14,flat12,20260730,p238,EASY,true,vegan,1,3,3,98,98,30,12.000,3,1,0
A14,flat12,20260730,p239,HARD,true,paleo,7,2,2,108,29,140,12.000,7,7,0
A14,flat12,20260730,p240,EASY,true,none,1,5,1,910,910,24,12.000,37,1,1
A14,flat12,20260730,p241,EASY,true,none,1,3,3,910,910,12,12.000,11,1,1
A14,flat12,20260730,p242,HARD,true,mediterranean,1,4,2,270,270,6,12.000,2,1,1
A14,flat12,20260730,p243,EASY,true,none,1,3,1,577,577,4,12.000,6,1,1
A14,flat12,20260730,p244,EASY,true,halal,1,5,0,758,336,5,12.000,4,1,1
A14,flat12,20260730,p245,HARD,true,none,7,4,3,168,162,245,12.000,70,7,4
A14,flat12,20260730,p246,EASY,true,none,1,4,0,910,283,4,12.000,3,1,1
A14,flat12,20260730,p247,EASY,true,none,1,3,3,853,774,24,12.000,21,1,1
A14,flat12,20260730,p248,IMPOSSIBLE,false,vegan,1,3,3,12,12,30,12.000,1,1,0
A14,flat12,20260730,p249,HARD,true,keto,7,2,1,28,28,21,12.000,1,7,7
